1,15.5,354.375
2,15.5,354.375
3,15.5,354.375
4,15.5,354.375
5,15.5,354.375
6,15.5,354.375
7,15.5,354.375
8,15.5,354.375
9,15.5,354.375
10,15.5,354.375
11,15.5,354.375
12,15.5,354.375
13,15.5,354.375
14,15.5,354.375
15,15.5,354.375
16,15.5,354.375
17,15.5,354.375
18,15.5,354.375
19,15.5,354.375
20,15.5,354.375
21,15.5,354.375
22,15.5,354.375
23,15.5,354.375
24,15.5,354.375
25,15.5,354.375
26,15.5,354.375
27,15.5,354.375
28,15.5,354.375
29,15.5,354.375
30,15.5,354.375
31,15.5,354.375
32,15.5,354.375
33,15.5,354.375
34,15.5,354.375
35,15.5,354.375
36,15.5,354.375
37,15.5,354.375
38,15.5,354.375
39,15.5,354.375
40,15.5,354.375
41,15.5,354.375
42,15.5,354.375
43,15.5,354.375
44,15.5,354.375
45,15.5,354.375
46,15.5,354.375
47,15.5,354.375
48,15.5,354.375
49,15.5,354.375
50,15.5,354.375
51,15.5,354.375
52,15.5,354.375
53,15.5,354.375
54,15.5,354.375
55,15.5,354.375
56,15.5,354.375
57,15.5,354.375
58,15.5,354.375
59,15.5,354.375
60,15.5,354.375
61,15.5,354.375
62,15.5,354.375
63,15.5,354.375
64,15.5,354.375
65,15.5,354.375
66,15.5,354.375
67,15.5,354.375
68,15.5,354.375
69,15.5,354.375
70,15.5,354.375
71,15.5,354.375
72,15.5,354.375
73,15.5,354.375
74,15.5,354.375
75,15.5,354.375
76,15.5,354.375
77,15.5,354.375
78,15.5,354.375
79,15.5,354.375
80,15.5,354.375
81,15.5,354.375
82,15.5,354.375
83,15.5,354.375
84,15.5,354.375
85,15.5,354.375
86,15.5,354.375
87,15.5,354.375
88,15.5,354.375
89,15.5,354.375
90,15.5,354.375
91,15.5,354.375
92,15.5,354.375
93,15.5,354.375
94,15.5,354.375
95,15.5,354.375
96,15.5,354.375
97,15.5,354.375
98,15.5,354.375
99,15.5,354.375
100,15.5,354.375
101,15.5,354.375
102,15.5,354.375
103,15.5,354.375
104,15.5,354.375
105,15.5,354.375
106,15.5,354.375
107,15.5,354.375
108,15.5,354.375
